consultancy_name,state,area_district,students_applied,successful_applications,consultancy_fee_inr,commission_fee_inr,total_fee_inr,rating,reviews,primary_country,us_applications_pct,uk_applications_pct,germany_applications_pct
Elite Advisors Global,Assam,Jorhat,948,743,67000,3350,70350,3.2,2938,Germany,12,8,80
Elite Services,Gujarat,Jamnagar,4401,4045,56000,2800,58800,3.4,1956,US,59,31,10
Summit Experts,Himachal Pradesh,Mandi,2773,2500,29000,1450,30450,4.4,952,UK,20,73,7
Vision Mentors International,Jammu and Kashmir,Baramulla,1083,965,67000,3350,70350,3.6,2518,Germany,18,27,55
Edu Ventures,Jammu and Kashmir,Anantnag,2544,1931,56000,2800,58800,4.5,1446,Germany,32,15,53
Overseas Mentors,Chhattisgarh,Bilaspur,1799,1162,18000,900,18900,3.8,229,UK,10,79,11
Horizon Advisors India,Punjab,Jalandhar,2629,2375,33000,1650,34650,3.8,336,UK,5,62,33
Gateway Ventures,West Bengal,Durgapur,3402,2867,56000,2800,58800,3.4,1274,US,50,24,26
Vision Guidance,Rajasthan,Bikaner,174,113,10000,500,10500,4.4,704,US,55,37,8
Gateway Consultants,Chhattisgarh,Korba,884,659,71000,3550,74550,4.7,4945,Germany,9,17,74
Global Ventures,Himachal Pradesh,Solan,1781,1636,46000,2300,48300,3,3410,Germany,6,15,79
Future Ventures,Himachal Pradesh,Solan,1149,770,17000,850,17850,4.6,454,Germany,16,8,76
Horizon Experts,Meghalaya,Tura,2842,2387,59000,2950,61950,3.3,3498,Germany,9,18,73
Study Education,Chhattisgarh,Bilaspur,1641,1167,30000,1500,31500,3,830,Germany,13,11,76
Study Consultants,Himachal Pradesh,Manali,4853,4311,49000,2450,51450,3.4,4275,UK,16,71,13
Study Experts,West Bengal,Howrah,1769,1094,10000,500,10500,4.4,4304,US,73,20,7
Path Education India,Haryana,Gurugram,4469,3948,28000,1400,29400,5,3521,UK,38,48,14
Future Education,Manipur,Ukhrul,3138,2064,39000,1950,40950,3.2,430,US,66,6,28
Horizon Guidance,Uttar Pradesh,Varanasi,665,608,62000,3100,65100,4.1,4419,UK,13,79,8
Vision Pathways,Kerala,Kochi,1261,766,73000,3650,76650,4,1790,UK,20,75,5
Overseas Mentors,Maharashtra,Aurangabad,991,702,13000,650,13650,3.1,4549,Germany,24,27,49
Study Mentors,Delhi,Rohini,4913,3420,59000,2950,61950,3.7,3562,UK,11,55,34
Future Group,Sikkim,Gyalshing,67,49,43000,2150,45150,3.2,2269,UK,20,69,11
Pioneer Pathways,Delhi,Rohini,748,673,15000,750,15750,3.7,553,UK,15,79,6
Gateway Advisors,Kerala,Thiruvananthapuram,2142,1485,31000,1550,32550,4.2,1961,US,48,8,44
Summit Advisors,West Bengal,Howrah,3381,2859,16000,800,16800,4.4,551,Germany,30,5,65
Horizon Consultants,Maharashtra,Nashik,1819,1452,48000,2400,50400,3.3,3533,Germany,23,18,59
Pinnacle Consultants,Andhra Pradesh,Guntur,1707,1457,57000,2850,59850,4,3100,UK,17,75,8
Apex Ventures,Jharkhand,Dhanbad,659,483,64000,3200,67200,3,2303,Germany,9,18,73
Horizon Guidance,Madhya Pradesh,Indore,4506,3737,11000,550,11550,4.2,3611,Germany,24,5,71
Elite Mentors,Himachal Pradesh,Dharamshala,2912,1919,27000,1350,28350,4.4,3964,UK,24,66,10
Future Guidance,Chhattisgarh,Bhilai,3159,1896,44000,2200,46200,3.9,3103,Germany,28,5,67
Summit Consultants Network,Himachal Pradesh,Shimla,1784,1493,19000,950,19950,4.5,526,UK,29,57,14
Path Guidance,Meghalaya,Williamnagar,4966,3039,46000,2300,48300,3.5,1274,Germany,33,19,48
Future Group,Jharkhand,Ranchi,888,623,23000,1150,24150,4.6,4776,US,50,22,28
Horizon Experts,Haryana,Panipat,2285,1909,36000,1800,37800,3.2,3798,UK,32,47,21
Edu Education,Assam,Guwahati,1444,1124,11000,550,11550,4.2,1946,US,59,23,18
Edu Experts India,Sikkim,Namchi,85,73,35000,1750,36750,3.9,834,UK,11,67,22
Future Advisors,Mizoram,Lunglei,4457,3698,69000,3450,72450,4,4135,Germany,35,15,50
Summit Pathways,Manipur,Ukhrul,1522,1120,67000,3350,70350,4.1,3792,US,67,7,26
Pioneer Advisors Global,Madhya Pradesh,Ujjain,3615,2383,38000,1900,39900,3.8,4180,Germany,9,31,60
Global Pathways,Andhra Pradesh,Guntur,3452,2848,41000,2050,43050,4.2,4066,US,70,20,10
Horizon Consultants India,Jharkhand,Jamshedpur,4626,3939,52000,2600,54600,3,2936,Germany,23,14,63
Summit Guidance,Himachal Pradesh,Manali,508,419,36000,1800,37800,3.3,4591,Germany,14,14,72
Pioneer Ventures,Gujarat,Surat,3406,2651,48000,2400,50400,3.6,315,Germany,6,24,70
Elite Pathways,Delhi,New Delhi,4753,3272,53000,2650,55650,4.5,3862,Germany,16,5,79
Apex Guidance,Bihar,Gaya,4293,3848,57000,2850,59850,3.9,1010,US,50,30,20
Edu Education,West Bengal,Asansol,1988,1459,37000,1850,38850,4.7,4938,UK,27,61,12
Gateway Pathways Network,Arunachal Pradesh,Itanagar,4371,2968,15000,750,15750,3.9,4303,US,64,8,28
Apex Advisors Network,Bihar,Darbhanga,4640,3829,39000,1950,40950,4.5,2549,US,77,13,10
Path Experts,Madhya Pradesh,Indore,3619,2860,11000,550,11550,4.2,4417,US,71,8,21
Pioneer Solutions International,West Bengal,Durgapur,1524,1071,40000,2000,42000,4,1813,Germany,6,26,68
Pinnacle Experts,Chhattisgarh,Raipur,4668,3327,43000,2150,45150,3,4557,Germany,13,25,62
Premier Mentors,Bihar,Darbhanga,1025,919,56000,2800,58800,3.6,921,UK,19,50,31
Gateway Group,Himachal Pradesh,Dharamshala,2940,1945,47000,2350,49350,3.9,629,UK,15,80,5
Path Advisors Global,Arunachal Pradesh,Bomdila,4669,3669,68000,3400,71400,4.8,1259,Germany,19,16,65
Horizon Pathways,Jharkhand,Deoghar,1254,1065,32000,1600,33600,3.1,4128,UK,38,47,15
Pioneer Mentors,Kerala,Thrissur,3522,2316,35000,1750,36750,4,2244,Germany,10,15,75
Apex Advisors,Rajasthan,Kota,3641,2703,65000,3250,68250,4.7,31,US,68,12,20
Elite Solutions,Chhattisgarh,Raipur,689,543,19000,950,19950,4.3,2078,Germany,19,9,72
Premier Services,Andhra Pradesh,Visakhapatnam,2931,2130,54000,2700,56700,4,4120,UK,9,78,13
Overseas Services Global,Arunachal Pradesh,Itanagar,2183,2010,37000,1850,38850,4.9,4419,US,48,47,5
Pinnacle Pathways International,Karnataka,Mangaluru,1567,1370,32000,1600,33600,3.7,3450,Germany,20,8,72
Global Ventures Network,Kerala,Kozhikode,294,223,65000,3250,68250,4.9,2637,UK,5,76,19
Study Solutions India,Tripura,Kailashahar,788,487,32000,1600,33600,4.2,2658,UK,16,70,14
Vision Consultants,Kerala,Thrissur,4168,3740,16000,800,16800,3.8,242,Germany,14,11,75
Summit Mentors,Rajasthan,Kota,2318,2173,54000,2700,56700,4.1,4525,Germany,17,10,73
Pioneer Consultants,Punjab,Chandigarh,3353,2195,34000,1700,35700,4.3,2554,US,67,27,6
Path Solutions,Arunachal Pradesh,Bomdila,4453,2724,26000,1300,27300,4.9,4128,Germany,8,17,75
Pinnacle Mentors,Manipur,Imphal,983,688,40000,2000,42000,3.5,2972,Germany,40,11,49
Summit Solutions,Andhra Pradesh,Visakhapatnam,3107,2540,65000,3250,68250,4.5,1069,US,70,14,16
Pioneer Pathways International,Odisha,Cuttack,1566,1379,60000,3000,63000,4.2,4273,UK,25,52,23
Horizon Mentors,Tamil Nadu,Salem,1231,758,18000,900,18900,3.1,459,US,62,13,25
Elite Services Global,Jammu and Kashmir,Anantnag,1292,1014,27000,1350,28350,3.5,3708,Germany,11,24,65
Summit Solutions International,Goa,Vasco da Gama,3511,3238,49000,2450,51450,3.3,2123,US,75,12,13
Horizon Consultants Network,Nagaland,Dimapur,60,44,54000,2700,56700,4.2,2702,Germany,14,14,72
Pioneer Solutions,Meghalaya,Jowai,4593,3064,48000,2400,50400,3.4,841,UK,12,72,16
Vision Services Network,Mizoram,Serchhip,2931,2298,30000,1500,31500,4.4,3803,UK,33,53,14
Summit Guidance Global,Kerala,Thiruvananthapuram,2315,1635,19000,950,19950,4.8,294,UK,35,47,18
Premier Group,Gujarat,Jamnagar,618,398,52000,2600,54600,3.4,2955,UK,21,58,21
Global Consultants International,Assam,Dibrugarh,2112,1824,21000,1050,22050,3.3,627,US,64,31,5
Elite Services,Manipur,Bishnupur,1025,866,15000,750,15750,3.8,2627,US,47,29,24
Summit Consultants International,Jharkhand,Ranchi,356,312,22000,1100,23100,4.8,4186,Germany,5,49,46
Horizon Advisors International,Arunachal Pradesh,Ziro,215,196,27000,1350,28350,3.2,768,Germany,33,12,55
Edu Solutions,Telangana,Nizamabad,183,156,72000,3600,75600,3.5,3516,Germany,33,6,61
Future Services,Meghalaya,Nongpoh,4875,3921,69000,3450,72450,4.9,628,US,65,25,10
Path Guidance,Maharashtra,Thane,1498,1089,50000,2500,52500,4.8,4949,Germany,7,14,79
Horizon Mentors,Kerala,Kozhikode,949,591,22000,1100,23100,3.6,1774,UK,19,70,11
Vision Consultants,Mizoram,Lunglei,3361,2321,49000,2450,51450,3.3,3359,US,45,17,38
Pioneer Mentors,Chhattisgarh,Bilaspur,1031,660,72000,3600,75600,3.6,1307,US,54,12,34
Gateway Consultants,Bihar,Bhagalpur,2696,1768,29000,1450,30450,3.5,4593,UK,30,52,18
Summit Ventures,Nagaland,Dimapur,3508,2449,11000,550,11550,4.7,4648,UK,25,70,5
Pioneer Experts International,Gujarat,Rajkot,335,255,45000,2250,47250,4.3,815,US,54,36,10
Gateway Guidance,Jharkhand,Bokaro,546,333,49000,2450,51450,3.6,503,US,78,12,10
Summit Consultants,Jammu and Kashmir,Baramulla,4280,2699,38000,1900,39900,4.9,929,US,62,21,17
Path Services International,Delhi,Connaught Place,128,109,14000,700,14700,4.7,3346,Germany,8,28,64
Elite Ventures,Chhattisgarh,Bhilai,656,573,46000,2300,48300,3.9,4902,US,69,26,5
Premier Guidance,Delhi,Rohini,1311,1227,73000,3650,76650,3.8,612,UK,17,71,12
Vision Services Network,Mizoram,Champhai,800,589,47000,2350,49350,4.1,1225,UK,29,61,10
Overseas Mentors,Bihar,Bhagalpur,2914,2170,35000,1750,36750,4.6,1642,US,59,13,28
Overseas Pathways,Jammu and Kashmir,Srinagar,4249,3865,53000,2650,55650,5,1459,US,46,36,18
Pinnacle Advisors,Bihar,Gaya,2904,1810,50000,2500,52500,3.8,1297,Germany,20,11,69
Path Group,Telangana,Khammam,1763,1109,27000,1350,28350,3.5,1860,UK,23,55,22
Pioneer Experts,Nagaland,Dimapur,193,159,59000,2950,61950,4.3,1144,US,78,5,17
Future Mentors,Arunachal Pradesh,Bomdila,2006,1786,53000,2650,55650,5,4636,Germany,6,25,69
Premier Guidance Global,Andhra Pradesh,Kurnool,4734,4467,26000,1300,27300,3.7,4323,UK,23,68,9
Pinnacle Mentors,Jharkhand,Dhanbad,979,924,23000,1150,24150,3.2,2965,US,70,14,16
Premier Mentors,Karnataka,Belagavi,1808,1532,28000,1400,29400,4.3,16,US,51,43,6
Study Pathways,Jharkhand,Dhanbad,4890,4333,43000,2150,45150,3.5,4866,UK,5,57,38
Future Services,Madhya Pradesh,Gwalior,950,648,22000,1100,23100,3.5,2086,UK,5,72,23
Gateway Education,Haryana,Rohtak,2879,2655,54000,2700,56700,4.4,997,UK,5,80,15
Study Ventures,Tripura,Udaipur,2962,2567,69000,3450,72450,3.5,4214,UK,10,76,14
Pioneer Advisors,Delhi,Connaught Place,3400,2800,64000,3200,67200,4.5,225,Germany,18,18,64
Study Mentors,Bihar,Patna,4896,3879,34000,1700,35700,4.2,3034,UK,14,61,25
Global Mentors,Gujarat,Ahmedabad,3822,2305,47000,2350,49350,3.1,308,Germany,7,46,47
Gateway Consultants,Bihar,Darbhanga,114,101,67000,3350,70350,3.9,931,Germany,36,15,49
Study Consultants,Goa,Panaji,622,541,43000,2150,45150,4.1,1334,UK,8,73,19
Gateway Guidance,Mizoram,Aizawl,3674,2263,48000,2400,50400,3.7,2633,US,49,14,37
Path Advisors Global,Chhattisgarh,Durg,2416,1563,31000,1550,32550,4.6,444,Germany,8,44,48
Future Ventures,Telangana,Warangal,2739,1683,56000,2800,58800,3.7,1592,UK,13,63,24
Apex Education,Manipur,Churachandpur,1595,1180,41000,2050,43050,4.1,1556,UK,19,51,30
Summit Solutions,Maharashtra,Pune,3895,3008,72000,3600,75600,3.7,960,UK,32,48,20
Elite Pathways,Odisha,Cuttack,2650,1891,29000,1450,30450,4.7,2562,UK,25,47,28
Path Ventures Network,Bihar,Gaya,656,445,34000,1700,35700,3.8,1077,UK,41,54,5
Overseas Experts,Uttarakhand,Dehradun,4137,3165,20000,1000,21000,3.9,1922,UK,12,70,18
Global Education,Odisha,Bhubaneswar,3981,3366,47000,2350,49350,4.7,3413,US,53,28,19
Apex Consultants,Odisha,Rourkela,4621,4359,51000,2550,53550,4.7,379,UK,22,71,7
Pioneer Mentors,Tamil Nadu,Chennai,4066,2997,25000,1250,26250,4.7,1315,UK,9,53,38
Future Solutions,Mizoram,Kolasib,4872,3639,29000,1450,30450,3.5,2636,Germany,7,29,64
Study Mentors,Bihar,Patna,4375,3599,41000,2050,43050,3.9,4060,US,68,13,19
Elite Mentors,Tripura,Ambassa,1360,1002,19000,950,19950,3.2,1865,Germany,28,19,53
Apex Services,Delhi,New Delhi,3027,1971,25000,1250,26250,3.6,4916,US,48,42,10
Elite Solutions,Jammu and Kashmir,Kathua,575,502,67000,3350,70350,4.9,4567,Germany,21,16,63
Premier Pathways,Uttar Pradesh,Lucknow,2045,1436,17000,850,17850,3.9,1184,US,61,25,14
Summit Group Network,Kerala,Kochi,3475,2798,67000,3350,70350,4.1,3813,Germany,8,32,60
Overseas Group,Punjab,Patiala,1351,1249,62000,3100,65100,3,1712,Germany,29,12,59
Premier Solutions,Karnataka,Mangaluru,479,362,45000,2250,47250,3.5,1274,UK,15,61,24
Gateway Mentors,Kerala,Thiruvananthapuram,3770,2746,47000,2350,49350,4.3,3924,Germany,45,9,46
Apex Consultants Network,Manipur,Ukhrul,1942,1458,23000,1150,24150,4.2,4393,UK,22,63,15
Study Mentors Network,Gujarat,Rajkot,1401,1085,35000,1750,36750,3,2777,Germany,20,17,63
Summit Solutions,Kerala,Kollam,562,470,57000,2850,59850,4.1,4521,Germany,18,14,68
Path Experts India,Kerala,Kochi,1562,1160,31000,1550,32550,4,4535,UK,32,61,7
Pioneer Consultants,Bihar,Patna,3316,2313,50000,2500,52500,4.7,4254,Germany,16,27,57
Summit Solutions,Uttarakhand,Haldwani,3716,3021,43000,2150,45150,4.2,2875,UK,6,46,48
Edu Pathways,Uttar Pradesh,Agra,1228,982,75000,3750,78750,3.6,4626,UK,19,55,26
Overseas Ventures,Odisha,Berhampur,1981,1315,52000,2600,54600,3.3,2358,UK,13,75,12
Pioneer Pathways,Punjab,Chandigarh,1453,931,11000,550,11550,3.9,3593,Germany,9,17,74
Future Group,Haryana,Hisar,58,48,28000,1400,29400,3.2,2833,Germany,12,14,74
Vision Education,Gujarat,Rajkot,4300,3480,40000,2000,42000,4.4,4039,Germany,16,6,78
Vision Group,Uttar Pradesh,Kanpur,638,489,25000,1250,26250,3.8,505,Germany,16,18,66
Global Services Global,West Bengal,Durgapur,2719,1857,16000,800,16800,4.2,1195,UK,16,65,19
Vision Services,Goa,Vasco da Gama,2946,1769,45000,2250,47250,3.1,3059,US,67,12,21
Study Ventures,Maharashtra,Mumbai,2244,1539,30000,1500,31500,3.6,4708,UK,7,76,17
Summit Guidance,Kerala,Kochi,444,294,60000,3000,63000,3,4311,UK,33,47,20
Premier Pathways,Himachal Pradesh,Mandi,263,205,34000,1700,35700,4.3,963,Germany,7,30,63
Elite Ventures,Delhi,Connaught Place,765,713,18000,900,18900,4.6,1827,UK,23,62,15
Vision Pathways,Andhra Pradesh,Kurnool,2991,2350,45000,2250,47250,5,1474,Germany,8,13,79
Vision Services,Telangana,Warangal,3118,2666,40000,2000,42000,4.3,1035,Germany,33,13,54
Gateway Mentors Network,Meghalaya,Jowai,661,409,50000,2500,52500,4.1,2041,UK,21,45,34
Study Consultants,Mizoram,Lunglei,4932,3499,38000,1900,39900,4.9,1763,US,46,24,30
Global Education,Uttarakhand,Haridwar,1998,1210,28000,1400,29400,4.5,3639,UK,43,52,5
Edu Education,Uttarakhand,Roorkee,1983,1699,67000,3350,70350,3.3,1688,US,49,29,22
Gateway Advisors,Delhi,New Delhi,2338,2217,68000,3400,71400,4.2,3457,Germany,21,12,67
Global Services,Uttar Pradesh,Kanpur,1300,997,31000,1550,32550,3.7,2836,Germany,22,21,57
Vision Group,Sikkim,Mangan,3013,2071,14000,700,14700,4.8,1037,Germany,27,6,67
Future Pathways Network,Gujarat,Rajkot,1765,1401,52000,2600,54600,3.2,4587,US,49,5,46
Gateway Experts International,Arunachal Pradesh,Bomdila,2200,1478,24000,1200,25200,4.9,340,Germany,27,10,63
Pinnacle Services International,Karnataka,Belagavi,2568,1743,56000,2800,58800,3.4,3559,US,45,36,19
Premier Experts,Meghalaya,Nongpoh,3362,3018,22000,1100,23100,3.8,1717,UK,9,64,27
Horizon Group,West Bengal,Siliguri,4598,3768,55000,2750,57750,5,484,Germany,13,12,75
Vision Pathways Network,Telangana,Hyderabad,4450,3783,40000,2000,42000,4.3,2181,UK,23,52,25
Global Group,Delhi,New Delhi,4437,2917,57000,2850,59850,3,4279,US,54,17,29
Pinnacle Group,Uttarakhand,Dehradun,3971,2934,49000,2450,51450,3.9,1516,Germany,5,23,72
Horizon Consultants,Delhi,Connaught Place,2597,1896,26000,1300,27300,3.8,3179,US,54,12,34
Summit Pathways,Mizoram,Lunglei,1335,1211,35000,1750,36750,3.9,4135,Germany,6,38,56
Elite Pathways,Tripura,Dharmanagar,900,672,26000,1300,27300,4.2,2364,UK,31,60,9
Edu Experts,Madhya Pradesh,Ujjain,2566,1659,41000,2050,43050,3.5,1202,UK,11,79,10
Edu Pathways,Kerala,Kochi,1458,1170,56000,2800,58800,3.2,863,UK,22,62,16
Study Solutions,Tripura,Ambassa,1481,1380,68000,3400,71400,3.8,1542,US,75,19,6
Global Education,Delhi,New Delhi,204,158,58000,2900,60900,4,1719,Germany,5,46,49
Vision Consultants,Arunachal Pradesh,Tawang,1558,1461,47000,2350,49350,3.3,4380,Germany,34,16,50
Global Ventures,Mizoram,Aizawl,829,520,19000,950,19950,3.7,3903,US,73,6,21
Edu Advisors,Gujarat,Rajkot,1911,1376,63000,3150,66150,3,2989,US,54,31,15
Horizon Mentors International,Andhra Pradesh,Tirupati,3628,2752,16000,800,16800,4.7,2483,Germany,8,25,67
Pinnacle Guidance,Bihar,Muzaffarpur,1953,1417,58000,2900,60900,4.6,4436,UK,16,76,8
Horizon Guidance,Manipur,Imphal,96,78,62000,3100,65100,4.6,68,US,63,14,23
Horizon Consultants,Nagaland,Tuensang,655,604,51000,2550,53550,4.3,76,UK,10,60,30
Pioneer Solutions,Bihar,Muzaffarpur,1859,1633,22000,1100,23100,4.7,3293,US,59,6,35
Overseas Guidance,Kerala,Thiruvananthapuram,1013,925,21000,1050,22050,3.7,3658,UK,9,61,30
Future Ventures Global,Delhi,Dwarka,2210,2076,36000,1800,37800,5,1350,Germany,6,25,69
Gateway Solutions,Kerala,Kochi,1740,1070,23000,1150,24150,4.4,1680,US,66,16,18
Summit Group,Uttar Pradesh,Noida,2164,1378,13000,650,13650,3.1,4783,Germany,8,20,72
Edu Ventures,Kerala,Thiruvananthapuram,4757,3241,45000,2250,47250,3.8,3891,UK,7,59,34
Path Education,Bihar,Darbhanga,2107,1413,21000,1050,22050,4.9,2202,UK,7,79,14
Pioneer Ventures,Bihar,Gaya,3525,2829,43000,2150,45150,4.6,841,US,53,27,20
Pinnacle Pathways,Punjab,Jalandhar,309,289,39000,1950,40950,4.4,1435,Germany,36,13,51
Gateway Advisors Network,Tripura,Kailashahar,240,222,66000,3300,69300,3.1,3021,UK,5,76,19
Global Services Network,West Bengal,Howrah,2981,2578,52000,2600,54600,3.6,1416,US,79,8,13
Elite Education,Delhi,Vasant Kunj,907,666,70000,3500,73500,4.7,1179,Germany,7,18,75
Horizon Ventures International,Punjab,Jalandhar,1191,758,35000,1750,36750,4.8,3455,US,79,14,7
Pinnacle Consultants,West Bengal,Howrah,3440,2770,44000,2200,46200,3.6,2391,US,71,11,18
Path Education,Madhya Pradesh,Gwalior,598,564,59000,2950,61950,3.1,4976,Germany,30,22,48
Edu Experts,Jharkhand,Dhanbad,2899,2090,75000,3750,78750,4.2,1293,Germany,13,39,48
Premier Guidance,Andhra Pradesh,Kurnool,1195,1012,18000,900,18900,4.1,1332,Germany,11,20,69
Apex Ventures India,Uttar Pradesh,Varanasi,3294,2067,10000,500,10500,3.4,3998,Germany,8,22,70
Global Consultants,Kerala,Thiruvananthapuram,1291,939,13000,650,13650,5,4445,US,66,9,25
Path Advisors,Maharashtra,Nagpur,1125,706,33000,1650,34650,3.8,436,UK,14,48,38
Study Solutions International,Goa,Vasco da Gama,3454,2394,39000,1950,40950,4,763,US,55,26,19
Edu Group,Gujarat,Gandhinagar,3721,3346,67000,3350,70350,5,4306,Germany,12,20,68
Horizon Solutions,Arunachal Pradesh,Pasighat,4809,3982,53000,2650,55650,3.9,2051,Germany,22,30,48
Global Group,Kerala,Kollam,865,555,61000,3050,64050,3.2,4413,UK,25,68,7
Global Consultants India,Uttar Pradesh,Noida,3086,1970,28000,1400,29400,4.1,4757,US,67,16,17
Horizon Mentors,Punjab,Ludhiana,281,186,33000,1650,34650,3,1929,UK,5,63,32
Elite Pathways,Madhya Pradesh,Gwalior,2181,1945,70000,3500,73500,3.7,3482,Germany,15,35,50
Summit Services,Tamil Nadu,Chennai,161,116,41000,2050,43050,3.2,4079,Germany,42,8,50
Vision Advisors International,Jammu and Kashmir,Baramulla,747,500,74000,3700,77700,3.3,4602,UK,17,78,5
Study Group Network,Tamil Nadu,Chennai,4241,3141,23000,1150,24150,3.5,3175,UK,18,61,21
Path Education,Jharkhand,Dhanbad,3810,3090,58000,2900,60900,4.6,3928,UK,23,72,5
Vision Education,Odisha,Cuttack,499,441,16000,800,16800,4.8,3606,Germany,10,21,69
Pinnacle Mentors,Assam,Tezpur,320,194,40000,2000,42000,4.2,145,Germany,44,9,47
Elite Mentors,West Bengal,Siliguri,3759,3536,70000,3500,73500,4.8,172,Germany,25,17,58
Future Mentors,Punjab,Ludhiana,1146,905,73000,3650,76650,3.2,4549,US,80,14,6
Horizon Education,Sikkim,Gyalshing,903,600,24000,1200,25200,4.5,487,Germany,34,9,57
Vision Advisors,Maharashtra,Thane,605,466,68000,3400,71400,3.1,4407,UK,13,73,14
Elite Pathways International,West Bengal,Kolkata,2806,2198,22000,1100,23100,4.4,1658,UK,5,80,15
Apex Advisors International,Punjab,Bathinda,3922,2963,63000,3150,66150,4.9,3809,UK,32,50,18
Study Mentors,Chhattisgarh,Raipur,1207,1062,66000,3300,69300,3.2,1568,UK,31,48,21
Pioneer Solutions India,Himachal Pradesh,Mandi,1910,1354,10000,500,10500,4.3,3955,UK,14,53,33
Vision Advisors,Jammu and Kashmir,Anantnag,962,719,50000,2500,52500,4.9,18,UK,35,48,17
Overseas Group,Andhra Pradesh,Vijayawada,4407,2979,69000,3450,72450,4.9,3725,UK,34,61,5
Horizon Experts,Sikkim,Singtam,182,131,66000,3300,69300,4.6,2640,US,50,7,43
Edu Consultants,Himachal Pradesh,Mandi,2492,2207,48000,2400,50400,3.6,691,Germany,31,17,52
Global Pathways,Maharashtra,Nashik,1252,894,45000,2250,47250,3.1,345,UK,19,63,18
Gateway Solutions,Punjab,Chandigarh,1912,1286,75000,3750,78750,3.8,3230,Germany,28,21,51
Overseas Experts Network,Uttar Pradesh,Noida,528,490,73000,3650,76650,3.9,4826,US,76,11,13
Study Group Global,Jammu and Kashmir,Srinagar,3422,2921,64000,3200,67200,4.8,4366,Germany,17,7,76
Premier Guidance,Chhattisgarh,Bhilai,1331,880,21000,1050,22050,3.1,3067,UK,30,46,24
Edu Solutions,West Bengal,Darjeeling,3810,2527,25000,1250,26250,3.5,1521,US,59,12,29
Edu Solutions Network,Jharkhand,Deoghar,2086,1358,21000,1050,22050,4.6,629,UK,6,78,16
Summit Education,Jharkhand,Deoghar,3693,2556,34000,1700,35700,3.6,818,UK,17,61,22
Summit Experts,Manipur,Ukhrul,605,540,49000,2450,51450,3.9,4207,US,50,42,8
Summit Experts,Chhattisgarh,Bilaspur,4944,3980,47000,2350,49350,3.8,1929,UK,6,64,30
Overseas Ventures,Maharashtra,Mumbai,4376,3467,71000,3550,74550,3.8,4591,Germany,19,8,73
Edu Advisors,Nagaland,Tuensang,4991,3119,35000,1750,36750,4.7,3345,US,73,14,13
Vision Experts,Andhra Pradesh,Guntur,3613,2790,47000,2350,49350,3.1,191,Germany,7,13,80
Study Consultants Network,Arunachal Pradesh,Pasighat,1209,1138,16000,800,16800,4.6,4025,UK,6,62,32
Future Ventures,Uttarakhand,Haridwar,3340,2711,37000,1850,38850,3.6,2615,US,71,6,23
Vision Guidance,West Bengal,Howrah,4008,3294,68000,3400,71400,3.4,4132,UK,9,65,26
Study Services,Bihar,Patna,4925,3475,55000,2750,57750,3.3,4051,UK,36,50,14
Apex Solutions,Mizoram,Aizawl,2482,2011,18000,900,18900,3.3,2108,UK,9,55,36
Summit Group,Delhi,Saket,4881,3689,27000,1350,28350,5,3263,US,45,24,31
Gateway Guidance,Jharkhand,Bokaro,2623,1698,58000,2900,60900,4.5,4454,Germany,19,16,65
Path Services,Kerala,Thiruvananthapuram,618,457,66000,3300,69300,4.3,4794,US,71,17,12
Horizon Ventures,Bihar,Muzaffarpur,974,607,44000,2200,46200,3.9,1913,US,49,12,39
Pioneer Consultants,Uttar Pradesh,Prayagraj,3086,2585,55000,2750,57750,3.9,437,Germany,13,19,68
